q0,q1,v0,v1,v_max,a_max,j_max,dt
-21.35,-24.908,14.167,37.189,1.232,419.357,8736.42,0.01
-23.758,2.139,-98.863,61.545,152.083,62.462,-1930.501,0.001
26.381,17.902,20.645,20.373,-17.724,560.094,1362.602,0.001
14.072,2.851,-50.358,97.15,191.667,-974,-6251.789,0.001
-28.605,18.17,-38.347,-60.196,89.093,-831.278,1837.436,0.001
-23.516,-11.066,40.638,71.918,80.62,386.196,6358.535,0.001
-23.56,-6.21,-1.176,-16.794,-52.011,601.438,-1468.302,0.001
-13.091,-1.76,93.445,-21.833,108.926,202.703,-5652.355,0.001
21.767,-14.159,-89.694,-11.989,-161.745,101.52,9066.388,0.001
-23.415,16.641,85.434,31.647,-142.167,486.729,-1162.676,0.01
4.445,-0.355,-46.738,1.289,-162.358,782.72,-6576.424,0.01
25.318,7.615,88.836,-96.785,41.452,-791.44,1623.086,0.001
28.703,0.735,28.785,30.738,-101.115,-837.575,2960.993,0.001
24.264,20.669,-5.286,-8.069,97.35,456.143,-3390.063,0.001
-26.96,18.06,57.521,-46.268,-65.34,-63.467,3873.807,0.001
-5.253,-0.26,-98.352,92.438,104.14,-638.098,-1349.913,0.001
-11.301,22.029,-70.496,-98.636,132.543,-804.148,865.531,0.001
-4.606,-0.173,37.145,-68.596,99.85,435.389,2474.822,0.001
24.888,27.708,8.023,6.588,-70.965,440.203,-628.017,0.001
-12.921,-25.63,9.141,69.994,122.253,-792.245,1677.953,0.001
4.497,-7.355,-3.444,-66.167,-28.548,-655.563,-7949.98,0.001
18.393,5.455,-78.153,-83.037,4.129,-498.474,-997.68,0.01
13.118,-17.049,13.288,-57.606,-142.699,512.782,-4883.536,0.001
24.069,10.586,-30.413,-58.468,170.076,-729.288,-6999.808,0.001
-26.677,10.027,64.619,-20.815,-15.918,-778.517,-3752.725,0.001
21.606,15.295,-4.832,6.115,-94.46,48.493,-3835.137,0.001
-29.535,16.875,95.921,-88.756,118.218,606.478,8003.357,0.001
13.074,6.95,-87.47,58.569,-176.228,186.082,-3879.127,0.001
12.654,18.595,-55.989,-0.696,-137.689,-530.519,4076.276,0.01
-19.468,-12.595,13.994,-26.615,54.691,40.343,-6952.315,0.001
22.18,-14.388,-41.135,24.247,19.593,54.194,-8412.892,0.001
-20.607,-26.386,-30.043,-12.188,149.713,-480.852,2930.144,0.001
24.718,13.316,0.459,40.221,-117.396,569.373,4720.515,0.001
-15.972,-3.237,80.304,-88.757,-147.293,399.369,-4114.539,0.001
11.164,-22.568,-1.694,-61.599,87.327,-101.083,6042.363,0.001
8.394,12.511,-89.026,79.46,-86.652,133.744,3196.767,0.001
-20.545,28.916,-64.683,12,76.554,-672.68,-420.821,0.001
-12.619,-3.65,-18.161,-52.439,-122.758,-167.352,1821.917,0.01
-18.089,-19.699,30.064,10.984,41.771,-87.167,1856.704,0.001
25.909,-29.523,-2.303,92.297,53.508,989.603,2890.88,0.001
2.444,-13.368,87.401,-52.138,8.17,550.624,258.608,0.001
27.154,-3.168,79.868,-97.377,-77.044,-413.999,6369.532,0.001
-16.952,-27.581,32.019,-12.414,-63.711,-653.1,-9637,0.001
8.702,-26.577,66.277,-93.704,-174.348,-655.69,9462.35,0.01
17.174,-27.367,72.556,9.221,67.793,199.848,119.48,0.001
-5.985,9.322,-29.274,20.821,77.164,673.203,-8172.049,0.01
20.208,-28.114,-20.849,-24.56,-42.054,591.902,-3473.674,0.001
-20.217,21.674,-87.694,68.984,5.275,717.826,4584.557,0.001
-17.802,-18.235,15.315,47.856,-5.522,719.473,5880.779,0.001
-9.361,-16.141,46.884,11.715,-189.8,655.371,3393.289,0.001
-15.052,-24.38,82.154,-48.062,-73.259,267.418,-1633.323,0.001
-9.258,24.931,-0.341,-71.452,-57.616,594.024,-8998.954,0.001
29.183,-20.229,-31.672,-89.624,173.177,381.963,7483.329,0.001
7.437,-8.793,-49.037,-41.382,-90.728,873.165,-1268.508,0.001
5.776,-25.115,71.915,-20.829,-86.116,-975.744,-8182.136,0.001
4.638,5.795,11.434,14.268,-57.4,-697.206,9466.426,0.001
-5.818,-6.822,93.489,96.908,-116.994,62.237,-5040.067,0.001
2.727,-1.732,85.697,-45.165,139.93,894.71,8485.781,0.001
16.646,29.202,-17.677,99.667,146.922,-491.857,5040.21,0.001
-1.776,-20.175,-84.934,19.201,22.406,233.015,2862.46,0.001
-24.697,26.685,94.342,-3.338,136.368,-60.618,4744.996,0.01
26.035,-2.277,-25.483,94.665,17.818,542.316,8415.276,0.001
-27.385,26.529,-78.894,90.407,-6.454,560.545,277.163,0.001
8.922,-10.17,-50.725,-11.764,54.81,47.539,9200.512,0.001
13.982,23.337,77.371,-33.473,116.814,-749.906,1536.92,0.001
-24.407,-28.092,38.735,-0.635,121.465,-418.921,-4712.738,0.001
17.133,12.73,-52.009,15.131,-27.756,-131.562,8114.386,0.01
25.49,21.368,74.986,92.697,75.186,-980.274,9220.611,0.001
3.855,-12.652,45.48,93.483,-79.383,-343.332,4456.376,0.001
-2.745,7.229,45.093,96.666,-199.545,-187.477,8508.008,0.001
17.612,28.818,31.434,-12.273,-196.595,-472.973,-4561.08,0.001
-12.973,0.454,41.016,66.047,173.885,-867.007,-487.078,0.001
29.527,18.695,-99.105,2.575,-153.9,-872.048,9029.885,0.001
29.159,11.347,67.032,16.254,-98.197,-578.64,761.686,0.001
2.171,-27.802,24.336,-8.355,148.359,860.477,841.049,0.001
23.664,-23.24,-41.111,-5.386,-34.477,-787.493,-1954.809,0.001
-15.867,29.218,11.589,-77.379,105.582,-89.801,-6353.911,0.01
-1.29,-14.423,-77.74,-22.002,-90.137,-488.431,-7337.141,0.001
24.454,-25.694,-55.53,-14.105,-136.931,167.407,-5197.579,0.001
9.825,-29.044,7.115,-55.189,-86.31,-515.78,3510.946,0.001
-3.855,-0.045,19.878,-25.455,-99.904,-710.9,1102.159,0.001
21.24,-17.23,77.292,-29.607,-158.993,113.198,-2704.161,0.001
-6.238,18.164,-69.885,84.808,-77.681,-900.659,-2306.653,0.001
-1.884,4.169,99.059,30.414,-43.969,-741.935,1113.174,0.001
-3,-10.211,-55.024,-87.819,82.679,-48.145,-3492.865,0.001
-10.561,0.97,91.315,-99.908,-93.598,898.396,-6962.57,0.001
22.25,-5.197,-66.643,87.795,189.193,116.322,9459.732,0.001
22.998,2.58,32.866,84.4,-13.603,-12.124,404.762,0.001
-9.42,28.169,-33.001,-88.199,-44.211,-250.509,5241.996,0.001
27.236,-25.51,2.648,-10.085,-53.513,737.77,-7714.518,0.001
-11.416,-27.168,-7.812,-9.686,-151.291,372.087,3062.655,0.001
25.891,-13.497,32.203,23.298,-40.882,-338.745,1794.8,0.01
-20.286,7.028,-74.656,-60.83,135.507,-587.825,2060.75,0.001
27.177,-6.169,8.739,64.652,179.292,565.752,7193.522,0.001
22.712,12.411,-73.517,14.948,32.577,800.589,-7564.85,0.01
0.43,-6.752,-16.303,21.06,81.436,931.051,4720.808,0.01
-28.906,-22.464,25.852,-69.258,-102.065,710.095,9886.844,0.001
16.69,-8.64,2.161,-13.821,178.091,-561.549,-6820.21,0.001
-8.433,20.282,86.956,-34.759,-90.919,317.618,-331.666,0.001
20.913,13.14,22.501,41.063,-4.921,-662.441,-1802.919,0.001
-4.016,3.999,99.062,89.245,4.934,16.602,8483.181,0.001
6.347,-13.219,92.07,-5.017,-81.049,-429.775,-9136.813,0.001
-7.345,5.12,25.683,6.119,-10.57,422.686,-6608.444,0.001
13.285,-6.651,-51.016,-63.195,-196.138,804.569,-3756.917,0.001
-11.03,-19.608,-13.564,93.845,-21.815,51.754,6038.415,0.001
26.962,-28.546,-16.35,11.232,-146.126,-853.974,-4696.215,0.001
20.985,24.876,81.533,98.443,190.506,-82.174,-9562.013,0.001
16.536,20.774,-74.629,-22.65,-30.497,260.803,-6524.252,0.001
-12.029,22.246,96.905,-97.38,-42.005,-220.037,-8666.705,0.01
22.362,15.141,-55.157,-12.724,28.245,452.837,5410.13,0.01
-7.495,6.725,44.663,50.963,-165.828,194.268,9351.996,0.001
17.905,-17.939,71.428,-66.256,-95.725,505.264,-2227.119,0.001
19.008,-14.575,-41.842,67.694,-195.112,-876.604,6542.344,0.001
29.941,-29.425,92.007,-45.835,73.801,-48.883,2993.323,0.001
-27.295,-9.643,-22.041,-43.28,79.899,595.256,4658.222,0.001
-15.792,14.964,22.352,-82.219,-74.775,-196.504,-1571.724,0.01
-4.146,-13.104,55.873,14.939,59.067,-35.963,2884.323,0.001
20.835,-29.769,-38.002,-51.244,29.75,996.432,-3439.188,0.001
-6.814,-28.171,94.382,75.07,158.737,-493.592,-9659.531,0.001
-22.632,11.487,62.687,87.458,-190.75,726.331,-7950.429,0.001
24.916,-13.668,90.188,40.191,-25.465,314.822,5168.112,0.01
-19.061,-24.08,-15.544,17.361,186.79,857.271,410.955,0.001
5.447,-7.112,-25.98,16.975,99.62,-237.122,6644.393,0.001
18.741,8.001,30.695,9.542,7.487,127.701,1265.805,0.001
-14.331,-9.539,76.337,-9.987,-27.12,812.39,2359.819,0.001
29.149,7.856,63.078,-10.437,168.722,-686.157,2082.75,0.001
-3.525,9.189,19.66,45.278,-73.09,-433.759,-7511.904,0.001
-16.485,25,0.236,-68.549,-68.035,82.92,8670.776,0.001
-18.917,13.092,-16.562,-59.368,-35.535,20.108,5457.32,0.001
11.895,-23.224,-2.036,-95.687,-197.176,305.382,6134.394,0.001
22.512,11.102,84.317,77.105,-111.626,90.005,-7278.737,0.001
16.138,-15.73,6.2,-48.19,-125.405,709.007,4494.194,0.001
-14.314,22.693,57.393,-61.72,-121.485,-883.516,-6209.032,0.001
29.143,7.775,-81.281,67.654,-88.137,993.139,-1793.875,0.001
-27.349,-26.608,-79.862,-73.166,90.046,267.325,-4277.254,0.001
-9.351,11.979,-45.793,35.897,-75.617,-171.589,5347.195,0.001
10.391,-4.17,89.486,93.467,-116.775,227.383,9060.264,0.001
-26.596,-15.924,95.108,-94.553,-122.257,994.768,1262.779,0.01
-26.726,9.823,44.385,8.334,49.157,261.838,-4638.275,0.001
3.892,5.483,33.368,28.87,-55.943,-17.533,9705.377,0.001
9.057,15.334,73.006,48.315,87.605,-871.971,504.702,0.001
-15.779,-10.382,-13.372,17.766,-37.899,665.723,682.17,0.001
7.615,13.95,-47.911,80.736,172.301,-221.889,-1246.473,0.001
1.802,-28.238,-14.649,85.247,192.504,456.571,-3556.44,0.01
0.857,-23.486,70.667,25.412,-147.618,-681.163,31.114,0.001
12.098,22.7,60.069,81.469,-23.699,-83.125,-6769.964,0.001
-7.579,-10.295,78.428,39.585,89.856,320.839,-9577.561,0.01
6.842,28.893,-72.438,-95.868,-28.279,558.741,1708.728,0.001
-11.563,5.531,54.835,-65.444,-147.769,-601.168,-4523.685,0.001
-24.427,-14.43,-38.798,-10.958,95.405,-81.613,2066.401,0.01
9.775,-8.863,-59.889,-92.134,142.344,881.088,3134.11,0.01
-28.286,-0.756,-15.939,-70.835,142.814,737.328,-5840.215,0.001
-6.927,-13.399,-90.03,39.021,38.872,880.624,9194.658,0.01
-25.677,18.124,-43.164,18.831,131.233,145.075,-990.183,0.001
-12.485,-14.045,-82.075,-0.134,-61.129,777.99,-8236.182,0.001
-17.211,-18.579,-91.704,47.509,76.23,462.975,8727.378,0.001
13.32,14.594,-38.579,-39.718,-161.494,456.531,9371.159,0.001
12.302,10.772,66.091,-31.078,-65.971,-221.105,5020.132,0.01
12.907,12.054,-97.822,37.437,105.417,665.337,4765.628,0.001
-8.327,-20.162,70.534,-93.15,-90.248,-182.374,-2506.624,0.001
2.788,-6.883,-31.816,-11.051,52.818,-744.372,9306.131,0.001
-8.53,8.125,-28.029,-21.955,197.086,845.734,-1837.036,0.001
26.458,-20.82,-21.038,42.408,28.157,-24.312,-7838.4,0.001
-3.313,-20.205,34.097,-10.699,-190.828,-177.429,-2358.892,0.001
-23.351,18.678,-72.288,-23.205,82.937,-796.637,-1300.171,0.001
21.908,19.372,-21.605,24.551,-125.387,-478.066,-6040.017,0.001
-27.867,22.654,-36.43,-94.044,-153.783,-355.995,6707.788,0.001
-16.604,-22.863,65.156,-28.437,-184.565,942.959,2299.89,0.001
-21.723,8.471,-78.451,-10.514,36.148,930.002,-7228.605,0.001
-11.846,3.746,87.733,56.226,183.321,-969.442,-875.505,0.001
-14.749,21.421,-17.509,-35.45,-152.412,-971.189,6145.006,0.001
13.871,14.86,55.697,93.446,-94.853,29.508,-1094.646,0.001
8.261,-28.15,-13.122,-23.737,-4.822,-421.924,-2992.508,0.001
28.515,21.213,-62.184,-97.433,-101.955,-451.585,6462.602,0.001
-10.135,-1.876,-84.135,-11.102,-115.964,-860.363,6055.376,0.001
-4.759,-0.847,81.993,22.953,-3.469,-850.441,-6277.825,0.001
-1.174,0.948,-27.541,-81.916,-180.005,728.314,-822.64,0.01
24.59,-6.692,75.708,-54.757,98.986,578.6,5221.653,0.001
4.328,-6.942,4.935,73.387,8.038,-288.599,-2979.57,0.01
-4.51,-17.712,-15.785,-20.815,-37.328,-902.274,-8271.746,0.001
-2.735,-23.475,77.801,-56.909,33.291,-312.244,-1885.636,0.001
27.073,12.903,-23.738,19.67,145.934,-616.999,582.956,0.001
4.977,-28.662,-26.737,26.177,-187.558,362.372,5382.436,0.001
-6.514,29.861,-56.288,79.859,116.999,455.793,757.896,0.001
3.485,-25.445,77.237,28.957,-94.439,842.862,8724.711,0.001
29.194,-6.461,-20.437,-1.878,24.008,461.688,8401.934,0.001
17.018,-10.077,-71.567,-77.158,115.176,8.101,2640.398,0.01
-24.707,9.219,63.19,-73.865,-138.242,-718.979,-2811.158,0.001
-7.29,-0.403,-8.137,-83.599,124.936,495.766,-1208.495,0.01
16.171,-28.601,-48.173,82.841,72.963,-827.159,-446.652,0.001
-18.036,-27.557,40.724,38.833,-6.881,-974.886,-7321.539,0.001
-8.816,-5.763,-12.077,8.1,-185.106,-711.255,-4609.579,0.001
-16.94,-1.852,-94.824,20.356,150.758,-287.667,-9537.606,0.001
-29.802,27.23,-35.664,-58.26,4.913,-390.238,-7611.682,0.001
-18.503,-12.662,-14.18,79.498,-104.958,345.307,-4400.228,0.001
-2.986,9.502,-45.508,12.136,-186.839,758.474,5268.488,0.001
10.91,10.029,-67.976,2.015,180.318,-42.476,-8447.499,0.001
-1.916,-29.403,58.286,-77.71,-157.544,-751.012,2733.228,0.001
-22.298,12.966,9.54,86.976,-107.637,56.086,-2503.006,0.001
18.221,-1.695,-37.91,-82.553,-47.398,-672.132,-3326.103,0.001
-25.442,-24.715,79.064,-63.698,142.711,451.161,1564.571,0.001
-22.616,-2.721,-26.749,21.611,-135.698,693.417,9430.558,0.001
22.264,-7.827,-34.196,-81.891,9.455,80.986,6873.898,0.001
11.127,26.74,22.952,-61.442,94.517,-96.075,9366.4,0.001
0.714,-15.249,-60.791,-88.976,140.38,38.491,-6022.15,0.001
6.99,17.603,-34.561,70.748,-73.129,-649.045,-9204.216,0.001
19.953,24.226,-64.53,61.915,19.898,916.153,-4668.582,0.001
-29.366,24.447,-8.334,55.065,-135.799,-973.474,-7257.721,0.001
1.32,-16.466,60.194,-6.642,-69.109,-134.653,6705.163,0.001
-6.969,-9.952,-12.915,38.567,45.642,-547.122,-3786.17,0.001
-26.475,-28.989,-83.394,-49.056,171.043,-380.681,-5928.958,0.001
12.858,-4.946,16.354,39.925,50.724,610.098,6474.231,0.001
16.687,18.974,10.8,75.333,199.53,-64.695,2111.536,0.001
12.999,20.463,-92.847,26.76,-162.357,424.024,4479.751,0.001
-22.809,-24.957,-67.051,-17.463,-184.677,523.555,-3414.536,0.001
-10.582,28.188,84.168,-7.699,-190.745,-744.663,-9440.532,0.001
21.971,-20.932,-23.473,-96.249,-107.379,218.735,6947.837,0.001
10.51,16.56,3.721,-88.153,-114.303,-558.254,3299.573,0.001
-15.641,0.145,-36.394,-79.197,-58.732,66.07,-9479.253,0.001
-28.292,13.512,6.603,36.404,6.301,32.541,-212.803,0.01
-14.169,16.892,36.383,53.644,170.895,-345.094,1560.214,0.01
14.914,27.127,-33.75,-61.084,-128.387,-216.451,1841.167,0.001
-4.151,6.516,-58.93,-89.629,152.809,-276.31,-4389.509,0.001
27.011,-11.743,32.748,12.945,67.234,-639.297,-7436.606,0.001
-24.931,23.727,88.967,17.872,165.812,-157.067,-6399.338,0.001
-29.015,-8.531,-73.061,85.982,28.554,684.728,8787.158,0.001
6.877,-22.895,-38.608,-81.426,185.333,-867.778,-3076.798,0.001
-17.189,-8.33,48.755,-52.841,-49.677,982.604,-5137.783,0.001
15.22,-3.803,19.508,81.935,7.878,55.433,-862.993,0.001
12.723,12.392,-89.541,97.446,-123.306,11.913,-980.828,0.01
-5.608,23.67,22.579,31.175,93.279,-541.927,-5431.815,0.001
-15.424,-23.408,-50.605,-14.53,-30.758,440.642,-8652.836,0.001
1.759,22.337,-28.912,69.313,2.331,522.764,94.589,0.001
17.543,-24.761,-95.412,-25.237,-7.708,-576.736,5025.484,0.001
16.293,-17.059,16.868,-47.456,105.007,265.301,343.841,0.001
-7.623,-29.548,-82.469,-75.694,22.31,-11.658,-3211.874,0.001
-3.84,-6.31,34.024,99.021,-45.485,-45.182,8514.903,0.001
29.202,10.44,14.054,-35.538,105.077,556.011,-8577.625,0.001
23.772,17.374,83.964,22.512,-121.353,845.703,-9139.581,0.01
14.128,1.152,-45.623,-36.935,-102.265,-394.739,-8921.328,0.001
-16.758,3.331,62.02,20.07,91.776,294.626,-4077.443,0.001
-25.852,-0.388,-73.228,4.988,-62.756,-813.06,-1225.324,0.001
-24.685,26.121,-78.632,-10.798,-11.593,-695.387,-4578.554,0.001
-14.254,23.506,60.009,-76,-34.686,685.227,-900.141,0.001
-20.913,5.014,-38.269,70.758,13.838,-721.403,8906.64,0.001
-8.152,0.877,-83.688,-15.766,174.583,891.151,6102.034,0.001
10.863,-8.975,95.126,-90.282,186.73,-278.062,5005.01,0.01
-23.873,-19.86,-53.209,14.365,60.152,403.812,-1904.349,0.001
23.225,8.836,-63.545,-79.542,114.708,-113.372,7171.737,0.01
-1.966,-20.95,68.226,-68.798,-180.357,279.783,1239.43,0.001
2.093,-22.055,-50.79,5.102,71.324,383.806,3725.722,0.001
-25.133,-23.769,-81.701,56.697,-117.269,-588.106,7936.305,0.001
-21.687,19.238,97.758,49.491,-45.603,-705.47,7888.23,0.01
-28.075,-23.584,-8.629,80.726,141.085,-212.206,2674.292,0.01
-13.595,-8.377,12.426,-55.6,-85.57,-953.301,914.836,0.001
15.637,15.469,-29.567,-20.531,11.521,-552.432,6111.307,0.001
26.324,22.078,-89.37,-71.719,-48.486,-901.544,6965.903,0.001
-29.082,-25.397,-97.411,-54.164,179.632,-243.753,7190.116,0.001
-26.143,3.997,85.958,-26.461,-57.673,431.247,-4773.692,0.001
10.038,-9.243,-11.508,-52.472,-111.819,422.157,7786.073,0.001
3.768,-19.71,40.33,15.628,-89.412,407.808,-7065.053,0.001
-15.809,19.666,88.457,6.2,83.592,127.648,-6885.775,0.01
23.561,5.544,-96.696,-33.348,-21.155,-618.562,-1033.695,0.001
-2.304,18.906,-47.982,-53.894,92.613,544.653,-2952.017,0.001
6.311,-9.512,-4.6,-11.922,-166.211,-124.053,-6490.017,0.001
-11.13,24.115,13.621,-85.531,136.581,-469.652,-4758.647,0.01
-21.908,-23.02,51.792,-10.031,-85.766,-288.54,-6641.111,0.001
25.688,5.491,-49.717,24.203,-197.387,744.082,-5366.114,0.001
27.475,8.721,-19.271,-63.094,102.798,-610.7,2145.503,0.001
29.357,-26.37,-84.535,91.963,-69.067,712.103,-9562.673,0.01
-16.64,18.797,-59.613,-14.164,-199.105,636.762,1519.434,0.001
-7.923,27.516,77.897,77.854,-135.175,506.933,-5287.83,0.01
12.79,15.522,31.593,44.398,154.363,-211.907,-1627.555,0.001
-28.245,-0.486,26.954,99.267,66.39,-330.448,2766.891,0.001
5.784,5.577,-96.855,78.018,-113.57,150.86,-8495.779,0.001
-9.141,-7.632,-63.082,-46.046,41.259,-374.87,-9869.686,0.01
-3.3,-21.117,-95.021,-39.707,95.952,368.875,-6142.55,0.01
-21.234,-12.49,58.925,54.702,182.153,264.298,-3049.636,0.001
-19.398,8.216,-39.721,37.566,-63.374,186.93,6686.921,0.001
4.974,-3.042,-2.704,-72.55,118.988,-595.959,-2140.853,0.001
-4.853,22.013,-1.372,-42.134,-123.111,-49.076,1158.74,0.001
-11.843,11.62,-87.949,-98.485,34.878,-528.345,-8037.031,0.01
-2.702,6.227,42.814,-54.779,158.137,-92.972,-7245.815,0.01
-5.767,-6.565,-99.913,-51.274,170.474,803.28,8663.127,0.001
23.537,-1.687,43.578,90.599,43.482,133.189,3231.619,0.001
-4.765,-12.664,-7.848,-90.968,45.1,-857.721,-8566.343,0.001
14.456,28.474,40.642,63.919,124.912,-247.496,7837.604,0.001
-13.952,-25.129,57.761,60.781,179.472,884.803,6400.26,0.001
-15.345,-4.32,-98.267,-38.883,116.55,950.17,4641.138,0.001
-20.079,-25.107,-49.892,-29.329,154.016,-212.746,-5954.926,0.001
6.43,21.169,-81.359,-14.271,-60.878,-802.889,1196.413,0.001
6.904,23.035,56.923,65.131,161.063,296.135,-5824.026,0.01
25.651,-16.425,-96.797,31.839,74.302,-231.514,-8954.049,0.001
27.494,-1.268,66.933,-67.668,141.155,377.827,-3861.83,0.001
18.109,8.318,-86.166,66.563,64.778,-277.047,-1640.911,0.001
6.759,-5.628,-61.985,74.618,57.413,-704.77,-2328.668,0.001
23.305,-24.543,-84.572,-74.722,-32.263,74.571,7562.243,0.01
1.133,12.084,50.164,-79.318,52.81,-84.561,8987.024,0.001
-2.2,17.027,-70.808,38.287,-159.418,-902.99,-375.076,0.001
-15.228,11.104,-21.97,-88.751,-139.112,-217.993,-478.563,0.01
15.479,11.971,-8.179,-23.891,-36.435,743.842,-725.44,0.01
5.692,-10.154,-60.197,-44.444,-114.543,-618.418,5988.395,0.001
-29.708,10.398,-35.267,-6.056,88.617,296.329,-2738.644,0.001
9.192,19.253,91.659,90.116,-113.83,459.029,4717.357,0.001
27.32,23.054,-68.406,0.675,-186.712,497.347,8779.351,0.001
-0.076,16.96,43.194,39.867,-67.536,923.337,6664.418,0.01
6.276,-2.025,-53.012,57.601,-82.063,635.749,8377.685,0.001
12.81,17.283,62.236,-72.421,-119.022,-255.676,6168.602,0.001
-26.222,-13.554,56.851,-36.615,-106.326,398.797,-1178.809,0.001
-19.054,-25.958,48.571,86.481,-3.302,597.12,-3330.084,0.001
22.681,29.062,48.512,45.603,65.962,485.744,-7619.487,0.001
17.139,-2.053,-82.728,74.433,-100.394,-419.609,-1080.344,0.001
26.323,-21.041,-39.137,-81.862,-143.632,-151.94,-5105.352,0.001
-11.988,-7.638,-8.426,-34.769,17.482,512.689,-7550.134,0.001
21.433,-5.788,8.856,-60.679,-159.856,461.325,5268.532,0.001
19.064,3.52,-15.01,-7.916,-102.48,127.814,436.289,0.01
19.825,17.688,-55.051,-58.548,-171.382,-469.754,-5322.434,0.001
-3.873,-14.023,-28.724,-70.862,45.901,378.482,-344.324,0.001
2.435,-8.211,-82.432,60.651,-168.416,-586.933,6784.114,0.001
24.816,-22.767,-15.922,-6.804,9.333,690.087,5869.388,0.001
5.863,1.03,-89.101,91.601,-2.052,-16.522,478.523,0.001
-29.588,17.713,99.681,81.401,-140.422,-849.628,-2025.788,0.01
-13.66,24.2,-62.041,-33.582,-76.392,-110.845,-9853.912,0.001
-21.752,-21.568,-46.202,-6.632,-127.884,-818.3,3504.563,0.001
12.522,-16.406,-78.205,81.69,175.987,-763.602,-9603.431,0.001
-27.51,-11.602,90.094,-59.675,133.192,759.767,-7977.404,0.001
-3.795,0.219,31.492,38.652,56.157,971.808,7641.112,0.001
10.822,-16.767,75.38,-36.979,72.751,384.793,2102.167,0.01
3.105,-7.587,82.445,44.133,55.477,534.138,648.468,0.001
-19.324,-7.085,-94.22,-25.156,-162.367,99.522,393.646,0.001
-24.868,14.167,-8.546,47.395,-146.134,575.137,5177.122,0.001
-18.794,18.627,-15.007,-87.095,-72.088,-841.54,4482.257,0.01
-7.874,15.071,-2.494,32.279,-109.035,-579.382,7504.629,0.001
25.866,-17.845,81.624,-9.682,147.173,-518.51,-4861.612,0.001
11.799,-26.88,80.539,4.877,-112.551,958.784,9595.643,0.001
-20.02,28.274,25.849,65.256,-107.424,-135.696,3485.097,0.001
16.41,-29.352,73.062,96.38,26.62,-447.879,-9312.724,0.001
-5.208,0.682,33.458,-1.278,69.895,56.977,5017.474,0.001
12.517,-21.273,-29.742,23.136,-192.731,-682.798,6351.472,0.001
-10.072,2.249,-55.164,-21.724,181.959,-369.689,7587.903,0.001
3.064,23.73,-65.797,-13.409,127.505,388.198,-8583.381,0.001
29.789,-2.765,-99.191,-35.538,-141.264,-473.952,3729.088,0.01
10.031,-19.879,-2.26,32.334,-130.972,-825.56,-1100.033,0.001
23.337,-7.449,-3.874,32.385,-25.792,-188.912,-6303.894,0.001
-8.505,-13.942,-44.528,3.505,-170,-834.114,3014.768,0.001
-3.959,29.164,53.396,-9.396,159.68,-601.453,-3723.333,0.001
13.983,23.938,51.082,-7.689,-109.069,-939.525,-5754.828,0.001
29.672,7.84,-40.043,-3.243,71.261,-638.46,2667.38,0.001
-1.401,-11.381,-3.274,91.362,131.902,724.839,-9159.912,0.001
-10.107,3.536,-20.155,99.027,110.165,686.89,6926.549,0.001
6.321,16.453,-24.268,-47.466,129.841,-703.25,2226.171,0.001
16.39,-25.07,1.589,55.568,69.372,253.057,113.255,0.001
-6.861,13.669,53.536,85.965,45.963,-119.004,6662.885,0.001
-17.768,-2.84,-22.633,-59.68,68.984,358.49,4964.806,0.001
-6.8,-21.313,28.517,98.808,-72.066,462.136,9820.263,0.001
-26.099,-24.729,-38.648,57.454,-25.347,688.241,-8647.061,0.001
-4.061,23.818,-17.488,5.751,-63.68,618.69,-8956.931,0.001
11.384,-2.758,-75.757,33.165,-159.774,-171.175,6221.513,0.01
0.394,23.323,43.599,-74.901,-152.887,-730.617,5750.118,0.001
13.015,-5.682,4.562,-70.584,27.084,-733.847,5374.745,0.001
-11.927,3.08,-22.681,62.504,0.737,120.529,-4358.378,0.001
12.361,-24.814,0.676,8.527,-37.983,-902.701,1921.503,0.001
24.913,16.626,-85.804,72.815,-174.746,473.078,-7776.14,0.001
12.348,-22.302,19.204,-71.874,-169.455,-7.577,3655.951,0.001
-22.013,-23.133,27.123,-84.577,-147.362,-328.666,4231.954,0.001
9.928,3.906,-31.885,-63.869,130.826,-641.594,7713.114,0.001
-7.466,28.091,-54.374,-58.399,-170.944,286.638,-342.092,0.001
0.147,-4.58,-26.834,15.849,-120.51,170.734,7793.096,0.001
-6.06,-0.066,-92.593,67.162,-19.815,983.849,4404.48,0.001
27.627,17.186,-64.109,-91.885,195.389,381.122,-5545.658,0.01
-23.06,5.041,-76.331,-59.038,66.774,480.641,2900.568,0.001
3.673,-1.804,38.568,6.325,-19.377,804.257,-4604.204,0.001
-1.966,-1.615,44.83,8.526,-174.679,-420.3,3471.323,0.001
-20.464,-9.633,-99.94,98.134,52.173,381.646,9031.883,0.001
1.512,7.669,33.172,99.105,-125.836,556.56,1865.155,0.001
-10.816,-22.478,89.971,-47.225,-175.581,-134.332,-4028.691,0.001
16.881,3.462,32.795,-39.023,107.892,193.96,-2584.088,0.01
-26.224,25.073,-95.103,-37.325,-115.323,353.109,9171.226,0.001
7.341,-9.761,-89.955,26.888,71.068,771.852,1151.955,0.001
8.223,-10.338,-15.481,-50.105,109.416,-275.443,-386.592,0.001
-25.134,4.596,-71.136,-2.013,103.518,-426.871,6209.586,0.001
20.779,11.291,-33.497,-26.645,164.509,-261.654,6759.555,0.01
21.717,7.565,-44.427,-92.14,160.68,3.625,-9312.897,0.001
